news_title,Lables,news_date,country,fact_checking_source
 Bloggers say the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.,FALSE,3/3/2020, United States, PolitiFact
 Video shows President Donald Trump saying COVID-19 is Democratsâ€™ â€œnew hoax.â€,FALSE,3/3/2020, United States, PolitiFact
 Post says the coronavirus is â€œsimply the common cold.â€,FALSE,3/1/2020, United States, PolitiFact
 This video has been shot in a mall in Germany during the pandemia.,FALSE,3/1/2020," France,Germany", Les DÃ©codeurs
 Local news channel in Ecuador confirms more people are infected with coronavirus.,FALSE,2/29/2020, Ecuador, Ecuador Chequea
 Health Ministry in Ecuador confirms 3 new cases of coronavirus.,FALSE,2/29/2020, Ecuador, Ecuador Chequea
 Pope Francis is infected with coronavirus.,FALSE,2/29/2020, Ecuador, Ecuador Chequea
 Drinking warm water or tea could prevent contagions.,FALSE,2/29/2020, Venezuela, Efecto Cocuyo
 Doctors Recommend Carbon Filter Face Masks To Prevent coronavirus Spread.,FALSE,2/29/2020, United States, LeadStories
 Garlic water can treat coronavirus.,FALSE,2/29/2020, Spain, Maldita.es
 Pangolin is the original cause of the COVID-19.,FALSE,2/29/2020, Spain, Maldita.es
 Russia announces the closure of airspace and suspension of all its incoming and outgoing flights to China.,Misleading,2/29/2020, India, Newschecker
 Taiwanese president and the former president were infected. The former president died.,FALSE,2/29/2020, Taiwan, Taiwan FactCheck Center
" Police in China have started killing COVID-19 patients, killing 25,000 so far.",FALSE,2/29/2020, Philippines, VERA Files
" COVID-19 came from Chinese people eating human babies, which they supposedly do to get good skin.",FALSE,2/29/2020, Philippines, VERA Files
 A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus.,PANTS ON FIRE,2/29/2020, United States, PolitiFact
 Post says President Barack Obama â€œwaited six months to call swine flu an emergency after thousands died.â€,FALSE,2/29/2020, United States, PolitiFact
 Doctors Recommend Carbon Filter Face Masks To Prevent coronavirus Spread.,FALSE,2/29/2020, United States, LeadStories
 Garlic water can treat coronavirus.,FALSE,2/29/2020, Spain, Maldita.es
 Pangolin is the original cause of the COVID-19.,FALSE,2/29/2020, Spain, Maldita.es
 Russia announces the closure of airspace and suspension of all its incoming and outgoing flights to China.,Misleading,2/29/2020, India, Newschecker
 Taiwanese president and the former president were infected. The former president died.,FALSE,2/29/2020, Taiwan, Taiwan FactCheck Center
" Police in China have started killing COVID-19 patients, killing 25,000 so far.",FALSE,2/29/2020, Philippines, VERA Files
" COVID-19 came from Chinese people eating human babies, which they supposedly do to get good skin.",FALSE,2/29/2020, Philippines, VERA Files
 A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus.,PANTS ON FIRE,2/29/2020, United States, PolitiFact
 Post says President Barack Obama â€œwaited six months to call swine flu an emergency after thousands died.â€,FALSE,2/29/2020, United States, PolitiFact
 The Vatican confirmed that Pope Francis and two aides tested positive for coronavirus.,FALSE,2/29/2020, Philippines, Rappler
 Is Jackie Chan really quarantined because of Corona Virus?,FALSE,2/28/2020, Indonesia, TEMPO
 Clients of a brothel in the Spanish city of Valencia are quarantined after one of their employees has tested positive for coronavirus.,FALSE,2/28/2020, Spain, EFE Verifica
 A post says that a â€œpoll finds 38% of Americans Say They Will Not Drink Corona Beer Because of Virus.â€,FALSE,2/28/2020, United States, PolitiFact
 â€œEvery election year has a diseaseâ€ â€¦ SARS in 2004; avian flu in 2008; swine flu in 2010; MERS in 2012; Ebola in 2014 and 2018; Zika in 2016 and the coronavirus in 2020.,FALSE,2/28/2020, United States, PolitiFact
 COVID-19 is just a big flu.,FALSE,2/28/2020, France, Les DÃ©codeurs
 Chinese police use a fishing net to arrest a man with a high fever.,FALSE,2/28/2020, France, France 24 Observers
 Florida Man Arrested For Robbery Using Cough As A Weapon.,FALSE,2/28/2020, United States, LeadStories
 Summer temperatures will make coronavirus disappear.,Misleading,2/28/2020, Spain, Maldita.es
" â€œSpanish newspaper ABC reports that there are two possible COVID-19 cases in Gines and BenecazÃ³n (Seville, Spain).",FALSE,2/28/2020, Spain, Maldita.es
" A man with a gas mask at a supermarket in Lugo (Galicia, Spain).",FALSE,2/28/2020, Spain, Newtral.es
" The wife of a Chinese shop owner of Totana (Murcia, Spain) has coronavirus.",FALSE,2/28/2020, Spain, Maldita.es
 Autorities should implement temperature tests to travelers from China.,FALSE,2/28/2020, Spain, Maldita.es
 Video of a person infected with coronavirus being detained by the police.,FALSE,2/28/2020, Spain, Newtral.es
 Barcelonaâ€™s council issued a notification of a new focus in two neighborhoods.,FALSE,2/28/2020, Spain, Newtral.es
 The wife of a Chinese shop owner of Totana (Murcia) has coronavirus.,FALSE,2/28/2020, Spain, Newtral.es
 Is Jackie Chan really quarantined because of Corona Virus?,FALSE,2/28/2020, Indonesia, TEMPO
 Clients of a brothel in the Spanish city of Valencia are quarantined after one of their employees has tested positive for coronavirus.,FALSE,2/28/2020, Spain, EFE Verifica
 A post says that a â€œpoll finds 38% of Americans Say They Will Not Drink Corona Beer Because of Virus.â€,FALSE,2/28/2020, United States, PolitiFact
 â€œEvery election year has a diseaseâ€ â€¦ SARS in 2004; avian flu in 2008; swine flu in 2010; MERS in 2012; Ebola in 2014 and 2018; Zika in 2016 and the coronavirus in 2020.,FALSE,2/28/2020, United States, PolitiFact
 COVID-19 is just a big flu.,FALSE,2/28/2020, France, Les DÃ©codeurs
 Is Jackie Chan really quarantined because of Corona Virus?,FALSE,2/28/2020, Indonesia, TEMPO
 Clients of a brothel in the Spanish city of Valencia are quarantined after one of their employees has tested positive for coronavirus.,FALSE,2/28/2020, Spain, EFE Verifica
 A post says that a â€œpoll finds 38% of Americans Say They Will Not Drink Corona Beer Because of Virus.â€,FALSE,2/28/2020, United States, PolitiFact
 â€œEvery election year has a diseaseâ€ â€¦ SARS in 2004; avian flu in 2008; swine flu in 2010; MERS in 2012; Ebola in 2014 and 2018; Zika in 2016 and the coronavirus in 2020.,FALSE,2/28/2020, United States, PolitiFact
 COVID-19 is just a big flu.,FALSE,2/28/2020, France, Les DÃ©codeurs
 It is better to shave your beard to avoid being infected by the coronavirus.,FALSE,2/28/2020, France, Les DÃ©codeurs
" Hondurasâ€™s first confirmed case has traveled to Taiwan earlier, which means there is a severe community transmission in Taiwan.",FALSE,2/27/2020, Taiwan, Taiwan FactCheck Center
 Taiwan has severe community transmission. Many people died.,FALSE,2/27/2020, Taiwan, Taiwan FactCheck Center
 The outbreak in Taiwan is out of control. President Tsai ordered to burn a corpse in front of the presidential office.,FALSE,2/27/2020, Taiwan, Taiwan FactCheck Center
 Iranian clerics wearing masks after outbreak.,FALSE,2/27/2020, Turkey, Teyit
 Drinking water every 10 minutes can send the virus into stomach and kill it.,FALSE,2/27/2020, Turkey, Teyit
 WHO Has Issued Advisory Against Buying Of Holi Colors From coronavirus-Hit China.,FALSE,2/27/2020, India, Vishvas News
" â€America has been vaccinating cattle for coronavirus for years, yet the news tells you itâ€™s new and gunna kill you all so go buy mask.â€",FALSE,2/27/2020, United States, PolitiFact
" Post says â€œthe blood test for coronavirus costs $3,200.â€",MOSTLY FALSE,2/27/2020, United States, PolitiFact
 Post says starting in March if you travel outside of the United States you wonâ€™t be allowed back in the country â€œdue to high risk of the coronavirus.â€,FALSE,2/27/2020, United States, PolitiFact
" An article of El Pais says there is a possible case of coronavirus at the hospital Gregorio MaraÃ±Ã³n, in Spain.",FALSE,2/27/2020, Spain, Maldita.es
 An aritcle of El Pais says ther is a case of coronavirus at the School of Architects of Madrid.,FALSE,2/27/2020, Spain, Maldita.es
 First case of coronavirus in AlcalÃ¡ de Henares (Madrid).,FALSE,2/27/2020, Spain, Maldita.es
 A brothel with 86 customers put in quarantine after a prostitute tested positive in coronavirus.,FALSE,2/27/2020, Spain, Maldita.es
 Sevillaâ€™s university has suspended classes because of coronavirus (February 27th),FALSE,2/27/2020, Spain, Newtral.es
 Doctor Gerardo Dovakin found a vaccine agains coronavirus.,FALSE,2/27/2020, Spain, Newtral.es
" Hondurasâ€™s first confirmed case has traveled to Taiwan earlier, which means there is a severe community transmission in Taiwan.",FALSE,2/27/2020, Taiwan, Taiwan FactCheck Center
 Taiwan has severe community transmission. Many people died.,FALSE,2/27/2020, Taiwan, Taiwan FactCheck Center
 The outbreak in Taiwan is out of control. President Tsai ordered to burn a corpse in front of the presidential office.,FALSE,2/27/2020, Taiwan, Taiwan FactCheck Center
 Iranian clerics wearing masks after outbreak.,FALSE,2/27/2020, Turkey, Teyit
 Drinking water every 10 minutes can send the virus into stomach and kill it.,FALSE,2/27/2020, Turkey, Teyit
 WHO Has Issued Advisory Against Buying Of Holi Colors From coronavirus-Hit China.,FALSE,2/27/2020, India, Vishvas News
" â€America has been vaccinating cattle for coronavirus for years, yet the news tells you itâ€™s new and gunna kill you all so go buy mask.â€",FALSE,2/27/2020, United States, PolitiFact
" Post says â€œthe blood test for coronavirus costs $3,200.â€",MOSTLY FALSE,2/27/2020, United States, PolitiFact
 Post says starting in March if you travel outside of the United States you wonâ€™t be allowed back in the country â€œdue to high risk of the coronavirus.â€,FALSE,2/27/2020, United States, PolitiFact
 Sevillaâ€™s university has suspended classes because of coronavirus (February 27th),FALSE,2/27/2020, Spain, Newtral.es
 Doctor Gerardo Dovakin found a vaccine agains coronavirus.,FALSE,2/27/2020, Spain, Newtral.es
" Hondurasâ€™s first confirmed case has traveled to Taiwan earlier, which means there is a severe community transmission in Taiwan.",FALSE,2/27/2020, Taiwan, Taiwan FactCheck Center
 Taiwan has severe community transmission. Many people died.,FALSE,2/27/2020, Taiwan, Taiwan FactCheck Center
 The outbreak in Taiwan is out of control. President Tsai ordered to burn a corpse in front of the presidential office.,FALSE,2/27/2020, Taiwan, Taiwan FactCheck Center
 Iranian clerics wearing masks after outbreak.,FALSE,2/27/2020, Turkey, Teyit
 Drinking water every 10 minutes can send the virus into stomach and kill it.,FALSE,2/27/2020, Turkey, Teyit
 WHO Has Issued Advisory Against Buying Of Holi Colors From coronavirus-Hit China.,FALSE,2/27/2020, India, Vishvas News
" â€America has been vaccinating cattle for coronavirus for years, yet the news tells you itâ€™s new and gunna kill you all so go buy mask.â€",FALSE,2/27/2020, United States, PolitiFact
" Post says â€œthe blood test for coronavirus costs $3,200.â€",MOSTLY FALSE,2/27/2020, United States, PolitiFact
 Post says starting in March if you travel outside of the United States you wonâ€™t be allowed back in the country â€œdue to high risk of the coronavirus.â€,FALSE,2/27/2020, United States, PolitiFact
" â€œAkiraâ€™ is a 1988 movie about an apocalyptic event taking place months before Tokyo 2020 Olympics, showing the (World Health Organization) advising Japan to postpone the Olympics because of a pandemic riskâ€.",FALSE,2/27/2020, United States, PolitiFact
 A â€œLetterâ€ from an uncle in Wuhan claims covid-19 can be cured with hot water.,FALSE,2/26/2020, Lithuania, 15min.lt
 CDC issued facial hair recommendation for novel coronavirus prevention.,Misleading,2/26/2020, United States, AFP
 There is a confirmed case of coronavirus in a BogotÃ¡ hospital.,FALSE,2/26/2020, Colombia, Colombiacheck
 This video shows the Wuhan market where the virus comes from.,FALSE,1/26/2020, Asian countries, AFP
 Queensland issued travel warning for Wuhan and Chinese-populated areas in Australia.,FALSE,1/26/2020, Australia, AFP
 Coronavirus is a type of rabies.,FALSE,1/26/2020, Philippines, AFP
 First infected in Almaty (Kazakhstan).,Fake,1/26/2020, Kazakhstan, Factcheck.kz
 Indian Nurse in Jeddah Detected with Novel coronavirus(2019-nCOV).,FALSE,1/26/2020, India, FactCrescendo
 A screenshot of a text message that spread on Facebook claimed that there is a Chinese patient at the Hi-Precision Diagnostics clinic in Alabang who was tested positive for the novel coronavirus or 2019 nCoV.,FALSE,1/26/2020, Philippines, Rappler
 The 2019 novel coronavirus (nCoV) is a â€œtype of rabiesâ€ that can be contracted by eating bats.,FALSE,1/26/2020, Philippines, Rappler
 Wuhan Virus is named SARI. Steroid is the medicine to cure it. Acetic acid can be used to prevent it.,Partially false,1/26/2020, Taiwan, Taiwan FactCheck Center
" Coronavirus dies at 56Â°C, so eat cooked food and turn on AC. Plus, Ethanol can kill Wuhan Virus.",Partially false,1/26/2020, Taiwan, Taiwan FactCheck Center
 Zhong Nanshanâ€™s tip to rinse the mouth with salty water to prevent 2019n-Cov.,FALSE,1/26/2020, Taiwan, Taiwan FactCheck Center
 The coronavirus is patented by Pirbright University.,Partially false,1/25/2020, India, BOOM FactCheck
 A salesman in MedellÃ­nâ€™s El Hueco market was sent to a hospital with coronavirus symptoms.,FALSE,1/25/2020, Colombia, Colombiacheck
 The virus was created by humans and patented.,FALSE,1/25/2020, Canada, DÃ©crypteurs - Radio-Canada
 Chinese scientists expelled from a Canadian microbiology lab took the coronavirus with them to China.,FALSE,1/25/2020, Canada, DÃ©crypteurs - Radio-Canada and CBC
 A CBC news report would have said that Chinese scientists from a Canadian lab sent the coronavirus to Wuhan.,FALSE,1/25/2020, Canada, DÃ©tecteur de rumeurs
 The government is not getting the test to detect COVID-19 from the company Genomica because it is run by the sister of a former opposition minister.,FALSE,3/30/2020, Spain, Newtral.es
 Castilla La-Mancha prohibits the use of adapted diving masks in patients with COVID-19.,FALSE,3/30/2020, Spain, Newtral.es
 Alleged resignation of the ministry of health in Costa Rica.,FALSE,3/30/2020, Costa Rica, La NaciÃ³n
 Costa Rica is at the peak stage of the virus.,FALSE,3/30/2020, Costa Rica, La NaciÃ³n
" Sneezing spreads droplets as far as 8 meters, and these droplets can stay suspended in the air for up to 24 hours. The velocity of sneezing is up to 35 meters per second.",Partially false,3/30/2020, Taiwan, Taiwan FactCheck Center
 Chewing betel nuts can prevent COVID-19 infection.,FALSE,3/30/2020, Myanmar, FactCrescendo
 French summer holidays have been rescheduled to the end of July.,FALSE,3/30/2020, France, Les DÃ©codeurs
 Says Nancy Pelosiâ€™s â€œdaughter is on the board of the Kennedy Center so thatâ€™s why it was so important to send them all that money.â€,FALSE,3/30/2020, United States, PolitiFact
 People in italy are dropping their money on the streets because of COVID-19 crisis.,FALSE,3/30/2020," Middle East, North Africa", Fatabyyano
 Azan (islamic prayer call) is said from an old mosque in Granada for the first time after 500 years because of COVID-19.,FALSE,3/30/2020," Middle East, North Africa", Fatabyyano
 Video of the funeral of corona patients in Italy who died.,Misleading,3/30/2020, Indonesia, TEMPO
 Inhaling hot steam can kill the coronavirus.,FALSE,3/30/2020, Indonesia, TEMPO
" Amid the coronavirus crisis, Italyâ€™s streets are now filled with discarded printed cash as seen in photos circulating on social media.",FALSE,3/30/2020," Philippines, Italy", Rappler
 The electromagnetic waves of 5G penetrate the cells and weaken the immune system.,FALSE,3/30/2020, Italy, Open
 Breathing steam from boiling citrus peels prevents and cures coronavirus.,FALSE,3/30/2020, Nigeria, AfricaCheck
" A video has been viewed thousands of times in multiple posts on Facebook, WhatsApp, Twitter and YouTube alongside a claim it shows a Muslim man spitting at Indian police officers after being detained over scuffles at a coronavirus quarantine centre in April 2020.",misleading,4/2/2020, India, AFP
 Video of doctors being attacked in the old city of Hyderabad when they went to screen locals for COVID-19.,FALSE,4/2/2020, India, Factly
 Video of Asha workers being attacked by locals in Telangana when they went to screen people who attended Delhi Nizamuddin prayers and are suspects for having COVID-19.,FALSE,4/2/2020, India, Factly
" The are no COVID-19 deaths in Israel as they found a cure for COVID-19, a mixture of lemon and baking soda.",FALSE,4/2/2020, India, Factly
 Video of recent Ram Navami Celebrations in Akbarpur block (UP) despite the lockdown in the country to handle COVID-19 spread.,FALSE,4/2/2020, India, Factly
 Video shows Muslim prayers at a church in Switzerland due to the outbreak.,FALSE,4/1/2020, Turkey, Teyit
 Italians bidding goodbye to the world because of coronavirus.,FALSE,4/1/2020, India, The Quint
 A group of Muslim boys licking utensils to spread coronavirus.,FALSE,4/1/2020, India, The Quint
 Muslims intentionally licking the cutlery and plates to spread COVID-19.,FALSE,4/1/2020, India, FactCrescendo
 People in Italy have thrown all of their money on the roads outside saying that this money is useless to save them from death.,FALSE,4/1/2020, India, Newschecker
 A video is going viral on WhatsApp and Sharechat claiming that the man and woman in the video are doctors who treated 75 coronavirus patients and now they both are infected by it.,FALSE,4/1/2020, India, Newschecker
" Confidential studies from Universities of New York, USA, states that some patients infected with COVID-19 were healed with eucalyptus.",FALSE,4/1/2020, Bolivia, Bolivia Verifica
" Bolivian education, Minister Victor Hugo CÃ¡rdenas, said",FALSE,4/1/2020, Bolivia, Bolivia Verifica
" There are two ways to wear a medical mask, depending on your purpose. If you are sick, put the white side on your mouth, and if you fear infection, wear it the opposite way.",FALSE,4/1/2020," Middle East, North Africa", Fatabyyano
" A video of a man, standing at a fresh food distribution center in Contagem, Brazil, claiming there was a shortage of food in Minas Gerais caused by lockdown measures. He claims the video was shot on March 31. The video was tweeted by Jair Bolsonaro, who later deleted it.",FALSE,4/1/2020, Brazil, AgÃªncia Lupa
" Tom Hanks died, confessed admiration for Trump.",FALSE,3/22/2020, United States, LeadStories
 Helicopters Are Spraying Disinfectants To Try To Eradicate coronavirus.,FALSE,3/22/2020, United States, LeadStories
 A tent will be set up next to the Viamed de Calahorra hospital (La Rioja) to carry out rapid tests for coronavirus.,FALSE,3/22/2020, Spain, Maldita.es
 The government of Spain is going to declare a state of emergency.,FALSE,3/22/2020, Spain, Maldita.es
 A WhatsApp forward has gone viral which claimed that a vaccine for coronavirus has been discovered. The viral forward also claims that the treatment for coronavirus is mentioned in Indiaâ€™s Intermediate Zoology book.,Misleading/False,3/22/2020, India, Newschecker
 Riots in London due to the unavailability of food items. The United Kingdom will be locked down by tonight. Army soldiers take to the UK streets.,FALSE,3/22/2020, India, Newschecker
 Aspirating boiling water vapor for five minutes desactivates the coronavirus.,FALSE,3/22/2020, Spain, Newtral.es
 Lemon and bicarbonate kill the virus.,FALSE,3/22/2020, Spain, Newtral.es
 Photographs of the Army in Dublin city centre show that the country is about to go into lockdown.,FALSE,3/22/2020, Ireland, TheJournal.ie
 Poison Spray for Corona from Malaysia and Singapore by Air?,FALSE,3/22/2020, Indonesia, TEMPO
 The Peruvian Social Security is offering monetary help to some people included in a list to endure the quarantine.,FALSE,3/22/2020, Peru, OjoPÃºblico
" There are a thousand open vacancies for nurses, doctors and other health professionals to work on a temporary hospital in SÃ£o Paulo, which will be use to treat COVID-19 cases.",PARTLY FALSE,3/22/2020, Brazil, AgÃªncia Lupa
 Social media posts suggest Zimbabwean police flogged churches who gathered in defiance to warnings encouraging social distancing.,FALSE,3/22/2020, Ghana, Dubawa
 â€œBoil some orange peels wit cayenne pepper in it stand over the pot breathe in the steam so all that mucus can release from yo nasalâ€¦ MUCUS is the problem its where THE VIRUS LIVES!!!â€.,Pants on Fire!,3/22/2020, United States, PolitiFact
 The photo shows the funeral of Turkish deceased general Aytac Yalman due to COVID-19.,FALSE,3/22/2020, Turkey, Teyit
 Dr. Li Wenliang recommends tea for treatment. Doctors in Wuhan cure COVID-19 with tea.,FALSE,3/26/2020, Turkey, Teyit
 Netflix and Amazon are offering free subscriptions amid the coronavirus outbreak.,FALSE,3/26/2020, India, The Quint
" A WhatsApp forward attributed to CNN claims Dr. Li Wenliang, the whistleblower of the Chinese governmentâ€™s propaganda about COVID-19, has documented a research report. According to this report, chemicals like Methylxanthine, Theobromine and Theophylline stimulate compounds that can ward off this virus in a human body with at least an average performing immune system.",FALSE,3/26/2020, India, Newschecker
 Prince Charles tested positive for COVID-19 after meeting Bollywood singer Kanika Kapoor.,Misleading,3/26/2020, India, Newschecker
 Finally India got its coronavirus Dashboard. This is the official website for coronavirus updates. This website is updated every four hours. Scroll down for more details; you can know more about coronavirus outbreak in your state by placing your finger on your state on the map.,FALSE,3/26/2020, India, Newschecker
 Indian Government has issued a guideline to monitor citizensâ€™ activity; their call and social media handles will be under surveillance.,FALSE,3/26/2020, India, Newschecker
" France has canceled fees for electricity, gas, water and rent.",FALSE,3/26/2020, Latvia, Re:Check
 The WHO has decreed the â€œsuspension of any and all medical activities.â€,FALSE,3/26/2020, Spain, Newtral.es
 Puerta de Hierro hospital in Madrid uses a whole floor for the presidentâ€™s family.,FALSE,3/26/2020, Spain, Newtral.es
 A councilor for Podemos in the Canary Islands tweeted that there are â€œuseless elderly deadâ€ that â€œare left over on the street.â€,FALSE,3/26/2020, Spain, Newtral.es
" First death from coronavirus in Barranquilla, Columbia.",FALSE,3/26/2020, Colombia, La Silla VacÃ­a
 Image and statement from the Prime Minister of Italy.,FALSE,3/26/2020, Colombia, La Silla VacÃ­a
 A vaccine for coronavirus has been found.,FALSE,3/26/2020, Colombia, La Silla VacÃ­a
 There is no space in the hospitals in Italy because people are crowding outside.,FALSE,3/26/2020, India, The Quint
 An Indian politician claimed that the strain of coronavirus in India is a less virulent mutation.,Misleading,3/26/2020, India, The Quint
 Pope Francis kissed the feet of â€œblack peopleâ€ and asked forgiveness during the novel coronavirus scare.,Mostly false,4/2/2020, India, India Today
 A man in Serbia broke the curfew by putting on a tree costume.,FALSE,4/2/2020, Turkey, Teyit
 An orangutan in the U.S. started to wash his hands imitating his keeper.,FALSE,4/2/2020, Turkey, Teyit
 This voice record circulating in Turkey is based on Johns Hopkins University research.,FALSE,4/2/2020, Turkey, Teyit
" Video shows demolished 5G stations in Hong Kong, protestors held the 5G responsible for COVID-19.",FALSE,4/2/2020, Turkey, Teyit
 The pandemic was foreseen in Madonnaâ€™s 2019 album cover.,FALSE,4/2/2020, Turkey, Teyit
 Photo shows the last meeting of a Turkish doctor who died due to COVID-19 with his child in Munich.,FALSE,4/2/2020, Turkey, Teyit
 The viral post claims that Aaj Tak news channel shows lockdown is withdrawn at few places while India Today news channel shows it is extended till May 4.,FALSE,4/2/2020, India, India Today
" Disaster management act has been implemented, no citizen is allowed to post any update on coronavirus.",Mostly false,4/2/2020, India, India Today
" A video of an orangutan washing its hands has been viewed millions of times in Facebook, Twitter and YouTube posts which claim the animal was imitating its zookeepers during the novel coronavirus pandemic.",FALSE,4/2/2020, Australia, AFP
" This image shows two people seen going around pretending to give protective masks to people in need. Be careful, theyâ€™re thieves and not healthcare personnel.",FALSE,4/2/2020," Italy, Germany", Pagella Politica
 Ansa news has reported that former ECB Governor Mario Draghi will lead the Italian task-force against COVID-19.,FALSE,4/2/2020, Italy, Pagella Politica
 The French government has authorized euthanasia of old people suffering from COVID-19 with a new decree.,FALSE,4/2/2020, France, AFP
 â€œVirus shut out necklaceâ€ is effective in prevention of the virus that causes COVID-19 infection.,FALSE,4/2/2020, Myanmar, FactCrescendo
 Myanmar health minister mentions that a vaccine for COVID-19 was found.,FALSE,4/2/2020, Myanmar, FactCrescendo
" France will pay rent, light and gas during quarantine for its citizens.",FALSE,3/18/2020, Spain, Newtral.es
 Helicopters are going to spread â€˜medicinesâ€™ againts the coronavirus.,FALSE,3/18/2020, Spain, Newtral.es
 Peru has just nationalized hospitals and clinics.,FALSE,3/18/2020, Peru, OjoPÃºblico
 There is a Russian medicine that could be use against Sars-Cov-2.,FALSE,3/18/2020," Italy, Russia", Pagella Politica
 This picture showing lots of coffins was taken in Bergamo in 2020.,Misleading,3/18/2020, Italy, Pagella Politica
 New coronavirus is being spread via Coca-Cola.,FALSE,3/18/2020, Turkey, Teyit
" New coronavirus can survive 9 days on the road; you should keep your shoes out, a doctor from Milan says.",FALSE,3/18/2020, Turkey, Teyit
 Worst affected countries by coronavirus are along the same latitude.,FALSE,3/18/2020, India, The Quint
 Clorox Already Knew About coronavirus And coronavirus Isnâ€™t New Virus.,Misleading,3/18/2020, India, Vishvas News
 Indonesian President Joko Widodo locked down 10 cities,FALSE,3/18/2020, Indonesia, TEMPO
 The People In This Video Are Falling Because Of Infection With coronavirus,Misleading,3/18/2020, Indonesia, TEMPO
 Novel The Eye of Darkness Predicts Corona as Biological Weapon from China,FALSE,3/18/2020, Indonesia, TEMPO
" If we want to protect ourselves from the coronavirus, we must back away from all the climate change efforts weâ€™ve been making.",FALSE,3/18/2020, United States, Science Feedback
 China has successfully tested an anti-coronavirus serum made in Egypt and presented in Beijing by the Egyptian Minister of Health.,FALSE,3/18/2020," Spain, China, Egypt", EFE Verifica
 The spread of COVID-19 can be prevented with a â€œhome-made vaccineâ€ based on fruits and other ingredients.,FALSE,3/18/2020, Spain, EFE Verifica
" The WHO reported that coronavirus lasts up to 8 hours on cabbages; thus, cabbage consumption should be restricted.",FALSE,3/26/2020, India, FactCrescendo
 Viral message claiming that disinfection will be conducted using helicopters in Poland.,FALSE,3/26/2020, Poland, Demagog
 People who got a flu shot are at a greater risk from COVID-19.,Misleading,3/26/2020, Croatia, Faktograf
 18 Italian people are illegally entering the Ivory Coast to flee the coronavirus.,FALSE,3/26/2020, Ivory Coast, AFP
" A claim that police in Thailand can issue fines to anyone who does not wear a face mask in public during the novel coronavirus pandemic has been shared repeatedly on Facebook, Twitter and Line Messenger.",FALSE,3/26/2020, Thailand, AFP
 The Portuguese government has spent much more than the acceptable price for ventilators.,FALSE,3/26/2020, Portugal, Poligrafo
 Supposed quote from the Argentinian president alerting that government aid was going to be removed from those who violated the quarantine.,FALSE,3/26/2020, Argentina, Chequeado
 Putin enters a meeting with his ministries wearing the full yellow suit used by quarantine doctors to protect themselves against catching COVID-19.,FALSE,3/26/2020," Middle East, North Africa", Fatabyyano
" The coronavirus did not reach the Chinese cities of Beijing and Shanghai, as well as Russia and North Korea.",Partly false,3/26/2020, Philippines, Rappler
" Dead bodies of coronavirus patients are being discarded in mass graves in Italy, according to a 23-second video clip that has gone viral on social media.",FALSE,3/26/2020," Philippines, Italy", Rappler
 Video shows bodies on the streets saying that this is the current situation in Italy.,FALSE,3/26/2020," Middle East, North Africa", Fatabyyano
" An image has been shared hundreds of times in multiple posts on Facebook alongside a claim that shows a poster issued by activist group Extinction Rebellion stating â€œCorona is the cure, humans are the disease.â€",FALSE,3/26/2020, Australia, AFP
 Numerous conspiracy theories shared on and off social media claim that 5G mobile networks are the cause of the novel coronavirus pandemic.,FALSE,3/26/2020, Nigeria, AFP
 The viral video claims mass graves are in Italy.,Mostly false,3/26/2020, India, India Today
" There are 59 positive coronavirus cases in Nagpur along with three doctors, one of whom is on ventilator.",FALSE,3/26/2020, India, India Today
 China benefited financially from new coronavirus,FALSE,3/15/2020, Brazil, Aos Fatos
 Chinese Intelligence Officer Reveals coronavirus is a Bioweapon.,FALSE,3/15/2020, India, BOOM FactCheck
" Indian Daily Reports That Wife Of A Positive Patient Ran Away, did not comply with the authorities and tested positive.",FALSE,3/15/2020, India, BOOM FactCheck
 Audio claiming India would be put under a complete lockdown.,FALSE,3/15/2020, India, BOOM FactCheck
 Nostradamus predicted the coronavirus pandemic.,FALSE,3/15/2020, Colombia, Colombiacheck
 Cristiano Ronaldo transformed his hotels into hospitals for COVID-19 patients.,FALSE,3/15/2020, Colombia, Colombiacheck
" A ship from China is anchored in Santa Marta, in Colombia.",FALSE,3/15/2020, Colombia, Colombiacheck
 Holding your breath for 10 seconds will tell you if you have COVID-19.,FALSE,3/15/2020, Colombia, Colombiacheck
" There are 30 cases of COVID-19 in Barranquilla, but the government is hiding them.",FALSE,3/15/2020, Colombia, Colombiacheck
" State of emergency begins on Tuesday, the 17th, according to article 116 of the Constitution",FALSE,3/15/2020, Colombia, Colombiacheck
 Gargles with hot water and salt can prevent COVID-19.,FALSE,3/15/2020, Colombia, Colombiacheck
 China has successfully developes a vaccine ready to combat coronavirus.,FALSE,3/15/2020, Colombia, Colombiacheck
" A video shows an Italian doctor who says that nobody died only from coronavirus in Italy, that itâ€™s not more dangerous than a flu.",FALSE,3/15/2020, Germany, Correctiv
 Cristiano Ronaldo will turn his hotels into hospitals.,FALSE,3/15/2020, Poland, Demagog
" Lombardia, Italy, ask to Cuba, China and Venezuela to send doctors.",Fake,3/15/2020, Venezuela, Efecto Cocuyo
 COVID-19 can be read on a tank car image taken in 2019.,FALSE,3/25/2020, Turkey, Teyit
